close,high,low,open,timestamp,volume,date
29329.55,29329.55,29303.58,29303.58,1609494300,2.48485598,1970-01-01 00:00:01.609494300
29319.5,29329.55,29319.23,29319.23,1609494360,0.14520959,1970-01-01 00:00:01.609494360
29329.55,29329.55,29319.5,29319.5,1609494420,0.25450997,1970-01-01 00:00:01.609494420
29339.13,29350.26,29321.67,29329.55,1609494480,2.92423915,1970-01-01 00:00:01.609494480
29329.69,29350.26,29329.69,29350.26,1609494540,12.47549978,1970-01-01 00:00:01.609494540
29320.04,29324.56,29308.38,29320.53,1609494600,1.68367381,1970-01-01 00:00:01.609494600
29317.44,29326.54,29317.44,29324.56,1609494660,0.72997189,1970-01-01 00:00:01.609494660
29306.95,29319.22,29306.95,29317.44,1609494720,3.70998617,1970-01-01 00:00:01.609494720
29296.25,29307.83,29269.24,29307.83,1609494780,9.14604851,1970-01-01 00:00:01.609494780
29277.78,29291.84,29272.45,29276.58,1609494840,2.28221291,1970-01-01 00:00:01.609494840
29299.99,29299.99,29287.82,29287.82,1609494900,1.93910416,1970-01-01 00:00:01.609494900
29270.45,29299.63,29267.42,29287.86,1609494960,8.28246253,1970-01-01 00:00:01.609494960
29282.96,29296.95,29273.06,29289.6,1609495020,0.66489092,1970-01-01 00:00:01.609495020
29295.09,29313.9,29277.02,29304.56,1609495080,3.50182319,1970-01-01 00:00:01.609495080
29282.62,29303.05,29279.64,29295.83,1609495140,1.63643049,1970-01-01 00:00:01.609495140
29277.06,29303.17,29277.03,29282.62,1609495200,8.50794046,1970-01-01 00:00:01.609495200
29258.63,29295.65,29255.52,29277.07,1609495260,5.21117757,1970-01-01 00:00:01.609495260
29299.34,29316.23,29275.73,29276.18,1609495320,0.84219713,1970-01-01 00:00:01.609495320
29309.78,29324.98,29309.78,29317.97,1609495380,0.81744360,1970-01-01 00:00:01.609495380
29306.96,29331.22,29294.47,29326.54,1609495440,2.06700382,1970-01-01 00:00:01.609495440
29260.67,29317.52,29259.45,29307.07,1609495500,4.34283973,1970-01-01 00:00:01.609495500
29246.07,29274.18,29234.25,29257.2,1609495560,2.06800332,1970-01-01 00:00:01.609495560
29266.23,29273.97,29247.53,29247.53,1609495620,2.58932697,1970-01-01 00:00:01.609495620
29266.23,29269.59,29255.44,29266.23,1609495680,5.65545659,1970-01-01 00:00:01.609495680
29305.57,29317.27,29268.51,29268.51,1609495740,6.08704005,1970-01-01 00:00:01.609495740
29402.55,29402.55,29301.38,29307.75,1609495800,13.01611906,1970-01-01 00:00:01.609495800
29375.54,29394.58,29348.25,29394.58,1609495860,5.12736517,1970-01-01 00:00:01.609495860
29357.3,29378.34,29318.62,29362.92,1609495920,28.17213545,1970-01-01 00:00:01.609495920
29343.15,29366.37,29343.15,29366.37,1609495980,8.44592290,1970-01-01 00:00:01.609495980
29337.07,29355.79,29325.46,29338.62,1609496040,3.43151888,1970-01-01 00:00:01.609496040
29371.1,29371.1,29342.09,29347.17,1609496100,0.65978497,1970-01-01 00:00:01.609496100
29354.44,29392.37,29353.81,29366.9,1609496160,5.12634565,1970-01-01 00:00:01.609496160
29372.81,29405.51,29359.62,29359.62,1609496220,11.26048727,1970-01-01 00:00:01.609496220
29354.28,29388.42,29353.65,29388.42,1609496280,3.29395389,1970-01-01 00:00:01.609496280
29360.78,29371.39,29344.62,29354.28,1609496340,3.64581572,1970-01-01 00:00:01.609496340
29344.72,29360.3,29336.31,29350.61,1609496400,3.54256908,1970-01-01 00:00:01.609496400
29333.59,29344.83,29310.82,29344.83,1609496460,7.63831308,1970-01-01 00:00:01.609496460
29307.08,29329.07,29307.08,29311.28,1609496520,5.49927970,1970-01-01 00:00:01.609496520
29309.98,29327.26,29309.98,29318.07,1609496580,5.81398272,1970-01-01 00:00:01.609496580
29304.16,29314.74,29302.35,29309.98,1609496640,2.76711318,1970-01-01 00:00:01.609496640
29318.02,29318.02,29304.16,29304.16,1609496700,10.95954375,1970-01-01 00:00:01.609496700
29310.93,29310.93,29308.69,29308.69,1609496760,1.68230858,1970-01-01 00:00:01.609496760
29310.73,29320.03,29308.69,29308.69,1609496820,0.81887473,1970-01-01 00:00:01.609496820
29351.23,29371.08,29310.78,29310.78,1609496880,15.89366117,1970-01-01 00:00:01.609496880
29300,29359.56,29300,29359.56,1609496940,7.66800924,1970-01-01 00:00:01.609496940
29311.82,29311.82,29291.05,29306.8,1609497000,3.39840781,1970-01-01 00:00:01.609497000
29310.73,29317.63,29305.58,29306.01,1609497060,4.27922672,1970-01-01 00:00:01.609497060
29313.36,29313.36,29301.52,29312.86,1609497120,1.69877220,1970-01-01 00:00:01.609497120
29302.79,29307.54,29286.69,29307.15,1609497180,7.24835396,1970-01-01 00:00:01.609497180
29305.36,29305.75,29291.21,29291.21,1609497240,0.54930332,1970-01-01 00:00:01.609497240
29319.79,29319.79,29292.12,29292.12,1609497300,1.99671000,1970-01-01 00:00:01.609497300
29323.79,29323.79,29305.47,29319.79,1609497360,7.26416401,1970-01-01 00:00:01.609497360
29341.6,29341.6,29312.95,29312.95,1609497420,6.88498337,1970-01-01 00:00:01.609497420
29328.86,29343.28,29328.86,29329.44,1609497480,7.81342723,1970-01-01 00:00:01.609497480
29358.07,29363.85,29326.72,29328.86,1609497540,3.13296221,1970-01-01 00:00:01.609497540
29382.54,29382.54,29354.18,29358.07,1609497600,4.00210815,1970-01-01 00:00:01.609497600
29376.15,29394.44,29376.14,29382.54,1609497660,12.33467650,1970-01-01 00:00:01.609497660
29354.67,29374.53,29337.1,29369.74,1609497720,6.34769550,1970-01-01 00:00:01.609497720
29339.3,29360.82,29339.3,29360.82,1609497780,0.10608619,1970-01-01 00:00:01.609497780
29339.34,29348.08,29339.3,29339.3,1609497840,1.45121019,1970-01-01 00:00:01.609497840
29353.13,29378.79,29347.71,29347.71,1609497900,9.29156895,1970-01-01 00:00:01.609497900
29356.89,29360.48,29340.08,29343.31,1609497960,6.47810598,1970-01-01 00:00:01.609497960
29325.19,29349.45,29317.13,29349.45,1609498020,6.16298890,1970-01-01 00:00:01.609498020
29314.25,29319.49,29305.12,29307.41,1609498080,2.35803169,1970-01-01 00:00:01.609498080
29351.48,29351.48,29303.12,29303.12,1609498140,3.14137203,1970-01-01 00:00:01.609498140
29390.66,29390.66,29351.48,29351.48,1609498200,9.07863145,1970-01-01 00:00:01.609498200
29366.45,29382.48,29360.54,29374.28,1609498260,9.32275136,1970-01-01 00:00:01.609498260
29362,29362,29335.73,29351.63,1609498320,5.02433967,1970-01-01 00:00:01.609498320
29355.69,29374.56,29344.05,29351.85,1609498380,0.62933901,1970-01-01 00:00:01.609498380
29340.72,29374.56,29336.11,29355.69,1609498440,2.54714918,1970-01-01 00:00:01.609498440
29360.81,29361.81,29338.52,29340.72,1609498500,1.83669507,1970-01-01 00:00:01.609498500
29343.36,29361.14,29337.26,29338.52,1609498560,1.23795085,1970-01-01 00:00:01.609498560
29342.88,29361.26,29320.55,29343.36,1609498620,7.33454702,1970-01-01 00:00:01.609498620
29341.56,29354.64,29322.02,29322.02,1609498680,1.07202550,1970-01-01 00:00:01.609498680
29318.16,29337.23,29288.82,29337.23,1609498740,9.07600740,1970-01-01 00:00:01.609498740
29345.75,29346.17,29297.92,29322.94,1609498800,0.36314884,1970-01-01 00:00:01.609498800
29381.25,29381.25,29321.24,29343.22,1609498860,0.42669546,1970-01-01 00:00:01.609498860
29378.32,29398.66,29349.19,29381.18,1609498920,10.14362861,1970-01-01 00:00:01.609498920
29346.52,29387.01,29346.52,29378.66,1609498980,7.19880583,1970-01-01 00:00:01.609498980
29335.29,29342.43,29333.6,29341.72,1609499040,1.17844566,1970-01-01 00:00:01.609499040
29347.3,29359.99,29335.29,29335.29,1609499100,1.68353626,1970-01-01 00:00:01.609499100
29370.45,29370.45,29343.18,29347.3,1609499160,1.36728449,1970-01-01 00:00:01.609499160
29373.15,29386.68,29342.22,29370.46,1609499220,7.01705686,1970-01-01 00:00:01.609499220
29415.4,29429.9,29372.79,29372.79,1609499280,6.66249748,1970-01-01 00:00:01.609499280
29392.6,29415.4,29375.46,29415.39,1609499340,7.75943128,1970-01-01 00:00:01.609499340
29375.54,29403.41,29375.54,29403.41,1609499400,3.29798938,1970-01-01 00:00:01.609499400
29384.49,29391.8,29377.88,29377.88,1609499460,4.68575937,1970-01-01 00:00:01.609499460
29376.79,29401.19,29376.79,29377.97,1609499520,0.53175801,1970-01-01 00:00:01.609499520
29404.4,29404.5,29375.15,29375.15,1609499580,1.43966478,1970-01-01 00:00:01.609499580
29379.38,29404.5,29377.87,29404.5,1609499640,2.90373445,1970-01-01 00:00:01.609499640
29386.9,29398.99,29381.3,29398.99,1609499700,0.78681242,1970-01-01 00:00:01.609499700
29350,29386.79,29350,29375.43,1609499760,10.00327025,1970-01-01 00:00:01.609499760
29382.8,29382.8,29350.59,29366.3,1609499820,1.14374137,1970-01-01 00:00:01.609499820
29370.36,29389.86,29370.36,29388,1609499880,6.69128708,1970-01-01 00:00:01.609499880
29391.81,29409.4,29371.94,29371.94,1609499940,4.72644283,1970-01-01 00:00:01.609499940
29415.88,29415.88,29392.45,29392.45,1609500000,0.94303025,1970-01-01 00:00:01.609500000
29423.1,29436.36,29404.29,29415.88,1609500060,1.59288196,1970-01-01 00:00:01.609500060
29428.61,29463.94,29418.15,29436.36,1609500120,15.37146327,1970-01-01 00:00:01.609500120
29423.33,29441.1,29417.4,29432.68,1609500180,0.59879778,1970-01-01 00:00:01.609500180
29436.78,29464,29419.04,29433.7,1609500240,6.78821111,1970-01-01 00:00:01.609500240
29428.12,29459.49,29415.94,29415.94,1609500300,4.01022059,1970-01-01 00:00:01.609500300
29442.64,29442.64,29424.53,29430.92,1609500360,4.31465019,1970-01-01 00:00:01.609500360
29447.81,29465.3,29434.18,29441.38,1609500420,2.06435857,1970-01-01 00:00:01.609500420
29413.95,29456.01,29413.95,29447.81,1609500480,8.42121587,1970-01-01 00:00:01.609500480
29462.08,29462.08,29400,29404.88,1609500540,3.11494099,1970-01-01 00:00:01.609500540
29490,29490,29454.17,29465.41,1609500600,12.90716762,1970-01-01 00:00:01.609500600
29453.32,29490,29453.32,29490,1609500660,6.08724525,1970-01-01 00:00:01.609500660
29420.9,29452.82,29400,29452.82,1609500720,3.17548428,1970-01-01 00:00:01.609500720
29403.05,29427.51,29401.55,29404.01,1609500780,0.60764166,1970-01-01 00:00:01.609500780
29406.79,29410.23,29381.52,29403.84,1609500840,3.55428043,1970-01-01 00:00:01.609500840
29340.99,29385.21,29340.61,29379.34,1609500900,11.93150388,1970-01-01 00:00:01.609500900
29379.96,29379.96,29334.47,29334.47,1609500960,8.45545312,1970-01-01 00:00:01.609500960
29362.59,29364.39,29343.42,29360.58,1609501020,0.61101644,1970-01-01 00:00:01.609501020
29377.3,29381.95,29355.62,29372.22,1609501080,1.86216674,1970-01-01 00:00:01.609501080
29375.38,29383.71,29365.16,29365.16,1609501140,1.86376758,1970-01-01 00:00:01.609501140
29384.47,29384.47,29362.63,29362.63,1609501200,1.49321682,1970-01-01 00:00:01.609501200
29387.01,29398.29,29371.39,29384.27,1609501260,3.54682775,1970-01-01 00:00:01.609501260
29387.38,29398.79,29387.01,29387.01,1609501320,1.94124253,1970-01-01 00:00:01.609501320
29385,29402.85,29384.97,29389.38,1609501380,9.03582257,1970-01-01 00:00:01.609501380
29350.6,29373.68,29340.09,29373.68,1609501440,6.08980311,1970-01-01 00:00:01.609501440
29339.29,29365.74,29309.81,29357.98,1609501500,5.54059953,1970-01-01 00:00:01.609501500
29342.11,29355.59,29329.79,29340.45,1609501560,2.25409727,1970-01-01 00:00:01.609501560
29363.94,29363.94,29334.62,29343.05,1609501620,6.15636208,1970-01-01 00:00:01.609501620
29351.58,29365.54,29341.82,29352.34,1609501680,3.99794633,1970-01-01 00:00:01.609501680
29356.98,29362.82,29344.86,29354.56,1609501740,1.76122953,1970-01-01 00:00:01.609501740
29376.42,29376.42,29357.43,29357.97,1609501800,3.82342937,1970-01-01 00:00:01.609501800
29371.56,29380.3,29358.51,29380.27,1609501860,8.00259039,1970-01-01 00:00:01.609501860
29353.89,29369.82,29343.3,29359.34,1609501920,9.16133051,1970-01-01 00:00:01.609501920
29355.45,29357.32,29334.28,29345.04,1609501980,7.10159928,1970-01-01 00:00:01.609501980
29341.55,29362.24,29333.87,29362.24,1609502040,4.49831531,1970-01-01 00:00:01.609502040
29368.07,29381.34,29344.65,29344.65,1609502100,1.55735129,1970-01-01 00:00:01.609502100
29376.01,29381.34,29368.98,29377.21,1609502160,1.90835515,1970-01-01 00:00:01.609502160
29377.31,29377.31,29360.92,29368.98,1609502220,4.90917642,1970-01-01 00:00:01.609502220
29395.11,29395.11,29361.64,29372.7,1609502280,1.75404080,1970-01-01 00:00:01.609502280
29390.34,29394.31,29382.62,29382.62,1609502340,1.43964011,1970-01-01 00:00:01.609502340
29391.01,29395.11,29377.27,29390.34,1609502400,3.14940852,1970-01-01 00:00:01.609502400
29390.85,29390.85,29378.81,29382.86,1609502460,4.06082344,1970-01-01 00:00:01.609502460
29365.75,29400.54,29365.75,29393.9,1609502520,2.95472989,1970-01-01 00:00:01.609502520
29319.19,29374.88,29319.19,29374.88,1609502580,8.27498522,1970-01-01 00:00:01.609502580
29327.83,29336.55,29321.04,29321.04,1609502640,0.69126156,1970-01-01 00:00:01.609502640
29295.14,29322.94,29270,29322.94,1609502700,15.51662432,1970-01-01 00:00:01.609502700
29299.75,29320.4,29288.52,29305.76,1609502760,4.82400859,1970-01-01 00:00:01.609502760
29312.33,29312.33,29280.49,29280.49,1609502820,1.70274914,1970-01-01 00:00:01.609502820
29297.9,29320.08,29297.09,29304.58,1609502880,8.34328260,1970-01-01 00:00:01.609502880
29304.2,29307.92,29287.54,29307.92,1609502940,0.16359501,1970-01-01 00:00:01.609502940
29344.12,29348.62,29304.2,29304.2,1609503000,3.19864822,1970-01-01 00:00:01.609503000
29348.73,29357.89,29347.37,29347.37,1609503060,2.00861704,1970-01-01 00:00:01.609503060
29351.15,29359.47,29333.89,29348.73,1609503120,1.43680303,1970-01-01 00:00:01.609503120
29361.18,29381.39,29340.44,29355.33,1609503180,11.23395388,1970-01-01 00:00:01.609503180
29349.13,29355.09,29340.59,29348.71,1609503240,4.24144890,1970-01-01 00:00:01.609503240
29330.12,29348.02,29327.59,29340.77,1609503300,7.97849815,1970-01-01 00:00:01.609503300
29346.78,29348.03,29321.63,29330.12,1609503360,4.84677171,1970-01-01 00:00:01.609503360
29365.89,29374.84,29346.78,29346.78,1609503420,3.23925458,1970-01-01 00:00:01.609503420
29383.69,29392.29,29370.29,29374.84,1609503480,6.83282594,1970-01-01 00:00:01.609503480
29414.74,29416.29,29383.69,29383.69,1609503540,5.03499721,1970-01-01 00:00:01.609503540
29458.05,29463.99,29407.52,29420,1609503600,11.62611619,1970-01-01 00:00:01.609503600
29433.52,29479,29433.52,29464,1609503660,15.41518416,1970-01-01 00:00:01.609503660
29485.21,29485.21,29418.84,29433.52,1609503720,2.03973032,1970-01-01 00:00:01.609503720
29454.13,29494,29440.51,29472.71,1609503780,11.66842206,1970-01-01 00:00:01.609503780
29500,29500,29461.57,29462.8,1609503840,3.32359177,1970-01-01 00:00:01.609503840
29516.03,29539.31,29484.85,29492.53,1609503900,18.90729673,1970-01-01 00:00:01.609503900
29496.78,29524.58,29468.27,29516.03,1609503960,3.92446901,1970-01-01 00:00:01.609503960
29493.1,29516.48,29464.41,29494.97,1609504020,7.89669720,1970-01-01 00:00:01.609504020
29498.05,29511.17,29473.27,29503.98,1609504080,3.98224938,1970-01-01 00:00:01.609504080
29516.81,29524.43,29493.67,29498.05,1609504140,9.71533106,1970-01-01 00:00:01.609504140
29540.55,29573.74,29520.18,29521.52,1609504200,33.76184009,1970-01-01 00:00:01.609504200
29645.78,29645.78,29559.54,29559.54,1609504260,52.02593132,1970-01-01 00:00:01.609504260
29622.73,29647.96,29582.62,29633,1609504320,12.11703431,1970-01-01 00:00:01.609504320
29613.83,29626.91,29583.37,29620.47,1609504380,7.82610213,1970-01-01 00:00:01.609504380
29605.76,29622.57,29572.43,29622.57,1609504440,6.31953669,1970-01-01 00:00:01.609504440
29634.56,29643.7,29586.29,29596.88,1609504500,6.24066614,1970-01-01 00:00:01.609504500
29675,29675,29616.87,29616.87,1609504560,19.70249030,1970-01-01 00:00:01.609504560
29670.29,29700,29659.38,29661.75,1609504620,23.96372400,1970-01-01 00:00:01.609504620
29626.04,29677,29626.04,29659.38,1609504680,13.40652784,1970-01-01 00:00:01.609504680
29629.66,29648.02,29622.01,29626.04,1609504740,8.39765430,1970-01-01 00:00:01.609504740
29637.93,29651.18,29626.22,29640.38,1609504800,8.67910509,1970-01-01 00:00:01.609504800
29559.34,29657.32,29559.34,29645.77,1609504860,13.26201220,1970-01-01 00:00:01.609504860
29527.5,29586.78,29508.52,29577.57,1609504920,4.98401189,1970-01-01 00:00:01.609504920
29588.91,29599.73,29517.68,29532.18,1609504980,3.18372475,1970-01-01 00:00:01.609504980
29590.4,29590.4,29537.86,29588.91,1609505040,4.87711626,1970-01-01 00:00:01.609505040
29508.52,29568.67,29508.52,29568.67,1609505100,9.59741806,1970-01-01 00:00:01.609505100
29559.95,29559.95,29500.01,29531.7,1609505160,4.03081934,1970-01-01 00:00:01.609505160
29557.93,29564.15,29524.06,29552.08,1609505220,5.11935899,1970-01-01 00:00:01.609505220
29577.86,29593.87,29552.78,29573.74,1609505280,2.47563135,1970-01-01 00:00:01.609505280
29538.57,29576.12,29525.25,29558.55,1609505340,3.20552461,1970-01-01 00:00:01.609505340
29451.48,29528.06,29451.48,29515.76,1609505400,9.52204234,1970-01-01 00:00:01.609505400
29367.31,29483.47,29367.31,29483.47,1609505460,21.35338799,1970-01-01 00:00:01.609505460
29381.42,29396.89,29261.84,29367.31,1609505520,26.33256112,1970-01-01 00:00:01.609505520
29343.96,29388.17,29303.82,29387.59,1609505580,5.82006576,1970-01-01 00:00:01.609505580
29244.41,29378.08,29233.4,29370.24,1609505640,9.10671581,1970-01-01 00:00:01.609505640
29313.8,29366.03,29287.19,29287.19,1609505700,2.43527112,1970-01-01 00:00:01.609505700
29310,29354.38,29298.41,29335.26,1609505760,6.80507004,1970-01-01 00:00:01.609505760
29313.18,29317.38,29279.73,29310,1609505820,10.19723891,1970-01-01 00:00:01.609505820
29329.62,29350,29294.44,29313.18,1609505880,6.20138012,1970-01-01 00:00:01.609505880
29313.77,29339.24,29303.22,29329.4,1609505940,3.66444334,1970-01-01 00:00:01.609505940
29352.05,29352.05,29286.27,29303.33,1609506000,2.58200434,1970-01-01 00:00:01.609506000
29363.48,29378.92,29350.3,29350.3,1609506060,6.46522603,1970-01-01 00:00:01.609506060
29414.46,29414.46,29363.29,29379.29,1609506120,6.18276981,1970-01-01 00:00:01.609506120
29375.96,29401.71,29361.46,29400,1609506180,10.72920668,1970-01-01 00:00:01.609506180
29371.2,29389.85,29361.39,29382.67,1609506240,1.92339766,1970-01-01 00:00:01.609506240
29404.02,29419.93,29376.39,29376.39,1609506300,1.90053133,1970-01-01 00:00:01.609506300
29394.26,29424.71,29394.26,29404.02,1609506360,5.51584484,1970-01-01 00:00:01.609506360
29395.48,29421.93,29376.04,29421.93,1609506420,2.78973324,1970-01-01 00:00:01.609506420
29405.1,29437.82,29395.54,29395.54,1609506480,7.81876395,1970-01-01 00:00:01.609506480
29410.47,29427.21,29406.58,29406.58,1609506540,6.14217189,1970-01-01 00:00:01.609506540
29431.58,29439.7,29402.58,29425.74,1609506600,13.91825958,1970-01-01 00:00:01.609506600
29426.45,29447.53,29426.45,29439.25,1609506660,1.51102950,1970-01-01 00:00:01.609506660
29406.68,29445.74,29390.7,29430.28,1609506720,6.59406246,1970-01-01 00:00:01.609506720
29451.09,29451.09,29394.65,29406.68,1609506780,1.08322378,1970-01-01 00:00:01.609506780
29473.16,29473.16,29437.18,29451.09,1609506840,2.11321882,1970-01-01 00:00:01.609506840
29453.46,29473.16,29438.14,29473.16,1609506900,8.10414718,1970-01-01 00:00:01.609506900
29472.41,29486.26,29434.95,29434.95,1609506960,5.24963788,1970-01-01 00:00:01.609506960
29464.27,29503.84,29464.26,29490.65,1609507020,9.59601232,1970-01-01 00:00:01.609507020
29438.04,29481.55,29434.26,29460.5,1609507080,4.04035437,1970-01-01 00:00:01.609507080
29438.46,29465.72,29420.95,29442.77,1609507140,4.42472511,1970-01-01 00:00:01.609507140
29397,29444.23,29390.03,29438.46,1609507200,3.55760925,1970-01-01 00:00:01.609507200
29394.08,29439.71,29394.08,29414.46,1609507260,4.31848739,1970-01-01 00:00:01.609507260
29411.32,29419.74,29388.24,29394.1,1609507320,1.00435942,1970-01-01 00:00:01.609507320
29443.05,29462.09,29411.32,29411.32,1609507380,1.88602596,1970-01-01 00:00:01.609507380
29412.73,29461.87,29396.98,29461.87,1609507440,5.74627104,1970-01-01 00:00:01.609507440
29459.84,29459.84,29435.07,29437.83,1609507500,0.09881946,1970-01-01 00:00:01.609507500
29430.32,29448.78,29411.85,29442.26,1609507560,6.54758351,1970-01-01 00:00:01.609507560
29424.49,29430.54,29404.96,29414.47,1609507620,2.84549999,1970-01-01 00:00:01.609507620
29459.84,29459.84,29424.5,29424.5,1609507680,3.61972986,1970-01-01 00:00:01.609507680
29484.78,29484.78,29459.67,29459.67,1609507740,2.26680700,1970-01-01 00:00:01.609507740
29462.7,29494.07,29461.13,29480,1609507800,1.93254861,1970-01-01 00:00:01.609507800
29476.85,29488.32,29470.63,29488.31,1609507860,7.11601548,1970-01-01 00:00:01.609507860
29489.7,29500,29473.42,29473.42,1609507920,4.06009465,1970-01-01 00:00:01.609507920
29461.49,29486.7,29460.65,29486.7,1609507980,7.81740564,1970-01-01 00:00:01.609507980
29475.41,29475.41,29453.25,29461.23,1609508040,5.38710192,1970-01-01 00:00:01.609508040
29456.43,29479.63,29456.43,29475.44,1609508100,7.90151309,1970-01-01 00:00:01.609508100
29481.77,29485.04,29437.6,29442.38,1609508160,6.21249551,1970-01-01 00:00:01.609508160
29472.25,29486.28,29463.22,29471.07,1609508220,12.64881992,1970-01-01 00:00:01.609508220
29490.51,29490.51,29467.58,29467.58,1609508280,3.11599889,1970-01-01 00:00:01.609508280
29488.84,29488.84,29488.84,29488.84,1609508340,0.27829737,1970-01-01 00:00:01.609508340
29500.19,29502.65,29487.12,29488.84,1609508400,3.18436554,1970-01-01 00:00:01.609508400
29492.51,29501.7,29486.82,29497.08,1609508460,6.21491227,1970-01-01 00:00:01.609508460
29461.22,29492.51,29459.31,29478.23,1609508520,6.22034533,1970-01-01 00:00:01.609508520
29456.3,29476.4,29454.68,29471.82,1609508580,4.44241251,1970-01-01 00:00:01.609508580
29476.54,29482.03,29454.68,29454.68,1609508640,3.71212189,1970-01-01 00:00:01.609508640
29501.36,29509,29476.53,29476.53,1609508700,8.51685877,1970-01-01 00:00:01.609508700
29522.8,29536.96,29507.77,29507.77,1609508760,6.40098802,1970-01-01 00:00:01.609508760
29543.93,29543.93,29509.01,29525.9,1609508820,9.69198581,1970-01-01 00:00:01.609508820
29543.93,29543.93,29529.08,29538.85,1609508880,5.67571698,1970-01-01 00:00:01.609508880
29524.47,29541.43,29519.19,29541.43,1609508940,5.57139385,1970-01-01 00:00:01.609508940
29542.7,29542.7,29515.86,29524.47,1609509000,3.74782065,1970-01-01 00:00:01.609509000
29540.45,29543.93,29527.55,29527.55,1609509060,5.19892009,1970-01-01 00:00:01.609509060
29532.64,29532.64,29511.93,29530.41,1609509120,4.38653089,1970-01-01 00:00:01.609509120
29532.65,29532.65,29516.39,29516.39,1609509180,2.72628906,1970-01-01 00:00:01.609509180
29527.25,29530.77,29518.16,29530.77,1609509240,1.62344140,1970-01-01 00:00:01.609509240
29535.2,29535.2,29505.79,29515.35,1609509300,8.44807029,1970-01-01 00:00:01.609509300
29536.96,29543.93,29527.01,29535.2,1609509360,7.18908944,1970-01-01 00:00:01.609509360
29551.65,29555.16,29527.02,29527.02,1609509420,6.48551262,1970-01-01 00:00:01.609509420
29539.27,29551.65,29524.45,29551.65,1609509480,9.80365431,1970-01-01 00:00:01.609509480
29538.92,29549.6,29533.33,29533.62,1609509540,5.36814782,1970-01-01 00:00:01.609509540
29540.49,29562.02,29539.04,29550,1609509600,7.90706468,1970-01-01 00:00:01.609509600
29463.27,29540.49,29420,29534.5,1609509660,8.11048187,1970-01-01 00:00:01.609509660
29480.06,29490.2,29444.17,29447.56,1609509720,7.91051786,1970-01-01 00:00:01.609509720
29501.48,29530.64,29468.64,29480.06,1609509780,4.85293436,1970-01-01 00:00:01.609509780
29533.14,29551.08,29501.85,29516.75,1609509840,2.30312896,1970-01-01 00:00:01.609509840
29559.32,29560.14,29507.62,29507.62,1609509900,9.66206370,1970-01-01 00:00:01.609509900
29565.77,29570,29543.79,29543.79,1609509960,1.17747886,1970-01-01 00:00:01.609509960
29610.58,29614.88,29570,29570,1609510020,12.82404387,1970-01-01 00:00:01.609510020
29590.6,29614.88,29563.69,29614.77,1609510080,10.19505507,1970-01-01 00:00:01.609510080
29537.51,29584.76,29537.51,29569.9,1609510140,5.45369204,1970-01-01 00:00:01.609510140
29524.23,29544.17,29519.15,29534.85,1609510200,6.84216985,1970-01-01 00:00:01.609510200
29523.28,29542.7,29500,29500,1609510260,5.87438551,1970-01-01 00:00:01.609510260
29534.93,29534.93,29518.82,29533.7,1609510320,1.14224586,1970-01-01 00:00:01.609510320
29577.23,29577.23,29521.86,29534.93,1609510380,4.15633053,1970-01-01 00:00:01.609510380
29548.08,29562.66,29526.82,29562.65,1609510440,11.49719556,1970-01-01 00:00:01.609510440
29518.86,29534.55,29509.39,29534.55,1609510500,8.68604037,1970-01-01 00:00:01.609510500
29491.88,29525.89,29489.38,29520.92,1609510560,6.25149086,1970-01-01 00:00:01.609510560
29499.82,29512.95,29482.01,29491.88,1609510620,5.13743505,1970-01-01 00:00:01.609510620
29510.78,29520.35,29493.1,29499.82,1609510680,3.37747402,1970-01-01 00:00:01.609510680
29532.88,29532.88,29496.51,29507.37,1609510740,3.86651310,1970-01-01 00:00:01.609510740
29518.76,29527.43,29509.08,29527.43,1609510800,5.38412500,1970-01-01 00:00:01.609510800
29527.39,29542.75,29518.76,29518.76,1609510860,3.45997423,1970-01-01 00:00:01.609510860
29529.17,29541.6,29527.39,29541.6,1609510920,0.43792872,1970-01-01 00:00:01.609510920
29544.91,29556.15,29520.24,29529.26,1609510980,11.22031233,1970-01-01 00:00:01.609510980
29512.65,29544.91,29495.37,29544.91,1609511040,25.52299157,1970-01-01 00:00:01.609511040
29516.22,29516.22,29499.22,29512.65,1609511100,0.98397482,1970-01-01 00:00:01.609511100
29530.93,29530.93,29501.77,29516.22,1609511160,6.23601611,1970-01-01 00:00:01.609511160
29519.44,29528.7,29516.34,29516.34,1609511220,1.76055979,1970-01-01 00:00:01.609511220
29528.1,29533.55,29522.48,29531.93,1609511280,0.89303215,1970-01-01 00:00:01.609511280
29522.08,29531.27,29520.21,29528.1,1609511340,10.44966996,1970-01-01 00:00:01.609511340
29522.99,29523.13,29510.5,29510.5,1609511400,3.90813052,1970-01-01 00:00:01.609511400
29516.28,29536.12,29513.54,29521.52,1609511460,6.92971434,1970-01-01 00:00:01.609511460
29495.2,29521.05,29484.29,29520.4,1609511520,4.77390919,1970-01-01 00:00:01.609511520
29441,29491.34,29441,29484.3,1609511580,4.00691289,1970-01-01 00:00:01.609511580
29425.7,29443.5,29402.55,29437.84,1609511640,18.41959421,1970-01-01 00:00:01.609511640
29449.1,29464.84,29425.7,29425.7,1609511700,4.09900617,1970-01-01 00:00:01.609511700
29474.98,29476,29438.98,29449.1,1609511760,5.60475718,1970-01-01 00:00:01.609511760
29472.97,29494.76,29462.5,29462.5,1609511820,4.58913487,1970-01-01 00:00:01.609511820
